transaction_id,account_id,tx_datetime,amount,channel,counterparty_country_code
TX000372,ACC12345,2022-09-04 23:17:40,-12973.6,EFT,ZA
TX000373,ACC12345,2024-07-30 15:46:39,-9160.28,Cash,GB
TX000374,ACC12345,2023-01-24 17:15:40,-9072.49,SmartApp,ZA
TX000375,ACC12345,2024-07-23 17:12:28,-271.21,EFT,ZA
TX000376,ACC12345,2022-08-04 00:48:05,-2129.4,Cash,ZA
TX000377,ACC12345,2025-03-13 08:41:39,-166564.26,SmartApp,ZA
TX000378,ACC12345,2023-07-11 05:11:14,1814.12,EFT,NG
TX000379,ACC12345,2024-03-09 12:17:08,353.53,SmartApp,ZA
TX000380,ACC12345,2023-11-15 06:16:19,-3634.34,Cash,ZA
TX000381,ACC12345,2023-08-12 17:34:57,1754.11,EFT,CN
TX000382,ACC12345,2023-10-08 15:51:08,6371.78,EFT,DE
TX000383,ACC12345,2022-07-03 10:02:34,-1435.78,EFT,ZA
TX000384,ACC12345,2023-11-04 08:53:48,-14914.02,EFT,ZA
TX000385,ACC12345,2024-04-28 04:46:10,6892.46,Cash,ZA
TX000386,ACC12345,2024-11-29 11:55:07,-7094.06,EFT,ZA
TX000387,ACC12345,2023-04-13 21:39:42,2659.23,EFT,ZA
TX000388,ACC12345,2024-02-02 02:11:56,9797.33,SmartApp,ZA
TX000389,ACC12345,2023-07-17 03:47:14,4371.89,SmartApp,ZA
TX000390,ACC12345,2024-01-16 14:20:41,-3017.57,Cash,ZA
TX000391,ACC12345,2023-05-21 03:59:31,-11618.96,SmartApp,ZA
TX000392,ACC12345,2023-12-22 03:18:12,-8912.77,Cash,ZA
TX000393,ACC12345,2025-06-05 10:05:45,-5675.92,EFT,ZA
TX000394,ACC12345,2024-06-13 11:01:21,2249.28,EFT,ZA
TX000395,ACC12345,2025-02-08 23:14:42,7645.1,EFT,ZA
TX000396,ACC12345,2023-09-23 09:59:09,277.68,Cash,ZA
TX000397,ACC12345,2025-01-10 15:17:41,4239.86,EFT,DE
TX000398,ACC12345,2025-01-05 22:00:37,-2673.39,Cash,ZA
TX000399,ACC12345,2023-01-08 19:40:48,-1860.66,Cash,GB
TX000400,ACC12345,2024-12-04 07:29:40,6136.1,SmartApp,ZA
TX000401,ACC12345,2024-02-17 14:37:00,8101.51,EFT,ZA
TX000402,ACC12345,2022-04-20 10:49:58,5278.07,EFT,ZA
TX000403,ACC12345,2022-12-28 21:25:16,4256.87,SmartApp,ZA
TX000404,ACC12345,2024-11-09 11:43:31,2526.58,Cash,CN
TX000405,ACC12345,2022-09-05 11:57:28,3138.04,EFT,ZA
TX000406,ACC12345,2025-05-31 04:28:19,-14430.5,EFT,CN
TX000407,ACC12345,2023-01-09 11:46:41,7660.66,Cash,ZA
TX000408,ACC12345,2023-03-05 21:20:27,1290.21,SmartApp,ZA
TX000409,ACC12345,2022-12-20 19:09:34,3490.85,EFT,ZA
TX000410,ACC12345,2024-08-04 21:47:32,1873.17,EFT,ZA
TX000411,ACC12345,2024-02-06 05:41:07,7242.05,EFT,CN
TX000412,ACC12345,2023-03-05 11:09:11,174.67,EFT,DE
TX000413,ACC12345,2025-05-22 15:04:15,-5693.68,SmartApp,ZA
TX000414,ACC12345,2022-06-22 09:18:24,-1867.71,EFT,ZA
TX000415,ACC12345,2025-05-27 01:10:48,5647.99,EFT,ZA
TX000416,ACC12345,2024-06-28 01:27:36,-438.95,Cash,ZA
TX000417,ACC12345,2023-04-16 07:44:25,2167.89,EFT,ZA
TX000418,ACC12345,2023-05-18 03:13:42,4882.91,Cash,NG
TX000419,ACC12345,2024-01-13 23:43:48,4740.91,Cash,ZA
TX000420,ACC12345,2024-10-31 05:52:16,2211.52,SmartApp,ZA
TX000421,ACC12345,2024-10-02 11:48:02,1432.1,Cash,ZA
TX000422,ACC12345,2025-01-28 16:55:43,1767.75,Cash,ZA
TX000423,ACC12345,2023-12-29 21:00:29,5210.82,Cash,DE
TX000424,ACC12345,2024-12-22 08:46:21,418.44,EFT,ZA
TX000425,ACC12345,2025-04-06 21:39:34,8825.48,EFT,US
TX000426,ACC12345,2023-11-03 20:34:37,1526.82,Cash,ZA
TX000427,ACC12345,2023-06-28 05:52:14,3994.73,Cash,ZA
TX000428,ACC12345,2025-06-27 22:31:39,-2991.13,Cash,DE
TX000429,ACC12345,2023-04-23 11:19:47,1574.11,Cash,GB
TX000430,ACC12345,2025-04-07 19:58:54,7093.71,Cash,ZA
TX000431,ACC12345,2022-11-03 06:10:10,-5412.72,Cash,ZA
TX000432,ACC12345,2024-08-11 08:22:11,-6647.99,SmartApp,CN
TX000433,ACC12345,2022-12-01 16:13:27,-9454.98,EFT,ZA
TX000434,ACC12345,2022-06-22 11:24:10,1556.51,EFT,ZA
TX000435,ACC12345,2022-03-20 17:12:22,3736.86,Cash,ZA
TX000436,ACC12345,2023-02-10 18:39:39,3458.44,EFT,ZA
TX000437,ACC12345,2022-07-11 18:19:28,-9361.86,EFT,ZA
TX000438,ACC12345,2022-05-15 02:20:57,1692.73,SmartApp,ZA
TX000439,ACC12345,2022-05-14 11:28:48,1400.21,Cash,ZA
TX000440,ACC12345,2023-05-24 16:30:21,-6781.55,SmartApp,BR
TX000441,ACC12345,2024-09-23 08:21:05,2501.03,Cash,ZA
TX000442,ACC12345,2022-09-20 06:30:11,4502.24,EFT,NG
TX000443,ACC12345,2024-11-02 17:02:44,-4733.46,Cash,ZA
TX000444,ACC12345,2023-07-01 08:50:12,-11899.79,SmartApp,ZA
TX000445,ACC12345,2023-01-06 01:57:24,-3006.91,EFT,ZA
TX000446,ACC12345,2022-01-03 21:36:48,1678.43,EFT,ZA
TX000447,ACC12345,2023-10-17 10:57:55,2429.28,Cash,ZA
TX000448,ACC12345,2025-06-13 03:00:42,7583.62,SmartApp,ZA
TX000449,ACC12345,2024-01-20 04:24:12,-9256.9,EFT,ZA
TX000450,ACC12345,2022-09-20 19:14:50,-3030.6,Cash,ZA
TX000451,ACC12345,2023-07-08 23:31:55,124.64,EFT,ZA
TX000452,ACC12345,2024-04-01 07:20:57,2580.59,Cash,ZA
TX000453,ACC12345,2025-05-10 12:37:06,256524.80000000002,EFT,ZA
TX000454,ACC12345,2023-08-20 03:14:00,8696.62,SmartApp,ZA
TX000455,ACC12345,2022-07-29 16:30:00,943.93,Cash,ZA
TX000456,ACC12345,2023-03-20 08:41:50,-3456.83,EFT,ZA
TX000457,ACC12345,2024-02-03 11:36:50,9059.24,EFT,ZA
TX000458,ACC12345,2023-07-28 04:33:27,6942.19,Cash,ZA
TX000459,ACC12345,2023-11-04 23:39:55,-11536.34,SmartApp,ZA
TX000460,ACC12345,2022-09-23 15:13:54,5686.55,EFT,CN
TX000461,ACC12345,2023-01-04 08:47:08,6398.22,SmartApp,ZA
TX000462,ACC12345,2023-05-21 09:14:10,4694.11,Cash,AU
TX000463,ACC12345,2023-05-24 11:11:28,1542.34,Cash,ZA
TX000464,ACC12345,2024-10-01 15:29:37,-2226.46,EFT,ZA
TX000465,ACC12345,2023-12-13 10:52:37,1246.79,Cash,ZA
TX000466,ACC12345,2022-03-11 07:10:38,3565.51,SmartApp,ZA
TX000467,ACC12345,2022-05-08 22:11:13,176.28,EFT,ZA
TX000468,ACC12345,2024-04-25 12:40:43,-11162.65,Cash,DE
TX000469,ACC12345,2024-06-24 17:13:42,7880.32,Cash,GB
TX000470,ACC12345,2024-06-21 06:50:46,-268056.24,EFT,ZA
TX000471,ACC12345,2024-02-14 23:51:38,7939.84,EFT,ZA
TX000472,ACC12345,2025-05-02 16:59:53,5395.65,SmartApp,ZA
TX000473,ACC12345,2024-02-18 09:50:24,7749.51,EFT,ZA
TX000474,ACC12345,2025-04-23 15:26:18,3059.06,EFT,ZA
TX000475,ACC12345,2023-07-16 19:01:30,3997.54,Cash,ZA
TX000476,ACC12345,2025-02-26 23:05:08,-9815.51,Cash,AU
TX000477,ACC12345,2022-11-01 19:33:27,-14351.63,EFT,ZA
TX000478,ACC12345,2024-02-15 03:03:31,2678.29,Cash,ZA
TX000479,ACC12345,2022-10-23 18:54:18,8889.54,EFT,NG
TX000480,ACC12345,2024-02-08 03:52:19,-1080.3,SmartApp,ZA
TX000481,ACC12345,2025-05-06 10:51:34,5068.58,EFT,AU
TX000482,ACC12345,2025-05-02 20:46:18,8656.71,SmartApp,GB
TX000483,ACC12345,2022-12-22 03:12:34,-3727.33,Cash,CN
TX000484,ACC12345,2024-08-20 13:46:36,-4183.27,SmartApp,ZA
TX000485,ACC12345,2024-08-04 08:18:21,-12630.52,Cash,ZA
TX000486,ACC12345,2024-09-22 08:24:24,4307.52,Cash,BR
TX000487,ACC12345,2022-11-22 03:50:49,3337.33,EFT,US
TX000488,ACC12345,2022-12-09 20:16:23,6675.26,EFT,ZA
TX000489,ACC12345,2024-05-15 15:06:06,871.23,SmartApp,AU
TX000490,ACC12345,2022-10-25 14:40:32,220.68,SmartApp,DE
TX000491,ACC12345,2022-05-15 16:21:30,7744.48,SmartApp,ZA
TX000492,ACC12345,2025-03-19 19:26:27,-426.06,Cash,ZA
TX000493,ACC12345,2022-12-03 22:48:27,-1299.69,Cash,GB
TX000494,ACC12345,2024-04-25 01:03:07,9363.33,EFT,ZA
TX000495,ACC12345,2024-02-09 23:34:08,-9782.19,Cash,ZA
TX000496,ACC12345,2024-05-20 23:14:52,295.7,EFT,ZA
TX000497,ACC12345,2022-05-02 08:43:27,-14812.97,SmartApp,ZA
TX000498,ACC12345,2023-09-05 04:04:56,-9893.9,SmartApp,ZA
TX000499,ACC12345,2024-11-14 10:32:10,-4312.59,EFT,ZA
TX000500,ACC12345,2025-06-24 21:15:24,-10832.61,SmartApp,ZA
